,post_code,post_code_suffix
4444,98038,7900
4445,98040,3316
4446,98040,3356
4447,United States,98040
4448,98040,3315
4449,98040,3319
4450,United States,98040
4451,98126,3533
4452,98106,1746
4453,United States,98065
4454,98065,9354
4455,98065,9354
4456,98039,4708
4457,98008,4227
4458,98040,5601
4459,98040,5602
4460,98040,5647
4461,98040,5633
4462,98117,2024
4463,98177,5328
4464,98177,5117
4465,98103,3623
4466,98052,2708
4467,98040,5751
4468,98056,1569
4469,98198,3953
4470,98029,7674
4471,98029,7632
4472,98053,2266
4473,98144,3802
4474,98133,8717
4475,98028,4646
4476,98028,4906
4477,98028,4967
4478,98028,4967
4479,United States,98038
4480,98052,4786
4481,98115,6623
4482,98115,6748
4483,98112,5329
4484,98092,7386
4485,98092,9483
4486,98092,7359
4487,United States,98155
4488,98155,7219
4489,98155,7220
4490,98108,2003
4491,98144,6316
4492,98108,1819
4493,98006,8918
4494,98117,6248
4495,98117,6237
4496,98117,6216
4497,98022,2307
4498,98116,4347
4499,98133,4648
4500,98133,4206
4501,98133,4610
4502,98133,5137
4503,98133,5137
4504,98040,2539
4505,98040,2439
4506,98034,2226
4507,United States,98034
4508,98102,3928
4509,98118,2528
4510,98118,2541
4511,98144,6629
4512,98144,6701
4513,98117,4625
4514,United States,98065
4515,98108,1966
4516,98115,4217
4517,98115,4217
4518,98115,4217
4519,98115,4139
4520,98115,4213
4521,98115,4212
4522,98178,5063
4523,98155,7301
4524,98155,7302
4525,98155,7302
4526,98155,7303
4527,98155,7327
4528,98146,2734
4529,98031,1553
4530,98001,8804
4531,98001,8950
4532,98001,8912
4533,98001,8920
4534,98001,8721
4535,98001,8705
4536,98001,8905
4537,98001,8903
4538,98001,8722
4539,98001,9483
4540,98001,8729
4541,98001,8815
4542,98001,8876
4543,98001,8802
4544,98001,9747
4545,98001,9734
4546,98001,9203
4547,98034,6118
4548,98034,2001
4549,98034,2014
4550,98034,2008
4551,98034,2015
4552,98034,9714
4553,98034,5327
4554,United States,98034
4555,98034,1758
4556,98033,4322
4557,98033,4439
4558,98034,6338
4559,98033,4473
4560,98033,4446
4561,98034,6212
4562,98034,3524
4563,98034,3528
4564,98034,3528
4565,98034,3530
4566,98034,3550
4567,98034,3407
4568,United States,98034
4569,98034,3409
4570,98034,1602
4571,98034,4902
4572,98034,1625
4573,98034,5810
4574,98034,2715
4575,98034,2553
4576,98034,9419
4577,98034,9419
4578,98034,9407
4579,98034,9407
4580,98034,5017
4581,98155,1310
4582,98019,8319
4583,98019,8353
4584,98019,8317
4585,98019,8319
4586,98155,1432
4587,98155,1428
4588,98034,1549
4589,98155,1603
4590,98030,7286
4591,98005,1850
4592,98031,1937
4593,98031,8115
4594,98024,8722
4595,98177,2036
4596,98177,2030
4597,98019,6310
4598,98019,6308
4599,98019,6314
4600,98059,7253
4601,98059,7220
4602,98059,7209
4603,98103,4313
4604,98103,4709
4605,98103,4726
4606,98103,4723
4607,98103,4728
4608,98103,4738
4609,98103,4721
4610,98022,6416
4611,98022,6415
4612,98022,6415
4613,98022,6414
4614,98031,5534
4615,98031,5534
4616,98011,3067
4617,98136,2043
4618,98136,2030
4619,98178,3235
4620,98178,3244
4621,98178,3225
4622,98178,3245
4623,98178,3842
4624,98178,4430
4625,98178,3824
4626,98053,7803
4627,98053,7815
4628,98055,5928
4629,98118,2744
4630,98118,2740
4631,98118,2745
4632,98118,3337
4633,98118,3611
4634,98118,3833
4635,United States,98075
4636,98075,9294
4637,98075,7235
4638,98075,7235
4639,98075,7234
4640,98030,6621
4641,98030,6624
4642,98030,6600
4643,98030,6625
4644,98028,4813
4645,98028,3237
4646,98028,3208
4647,98028,3150
4648,98028,2000
4649,98019,6313
4650,98115,7529
4651,98115,7437
4652,98168,3557
4653,98028,8635
4654,98028,3349
4655,98028,3404
4656,98011,5474
4657,98168,2336
4658,98168,2317
4659,98168,2320
4660,98168,2325
4661,98168,2420
4662,98030,5052
4663,98030,5078
4664,98030,5072
4665,United States,98030
4666,98030,5048
4667,98032,6123
4668,98030,6531
4669,98030,6509
4670,98030,8814
4671,98030,8823
4672,98030,8850
4673,98030,8800
4674,98030,8531
4675,98030,8535
4676,98031,3102
4677,98032,5624
4678,98032,7041
4679,98032,7047
4680,98032,7607
4681,98125,3729
4682,98125,3713
4683,98125,3796
4684,98125,3727
4685,98125,3727
4686,98125,4311
4687,98125,4235
4688,98034,2662
4689,98034,2525
4690,98034,2562
4691,98133,9322
4692,98105,2719
4693,98103,5915
4694,98105,2716
4695,98103,5944
4696,98103,5944
4697,98103,5944
4698,98105,3738
4699,98105,3740
4700,98105,3736
4701,98105,3736
4702,98004,7055
4703,98003,9136
4704,98003,9140
4705,98003,9122
4706,98003,9123
4707,98004,7022
4708,98004,7022
4709,98004,7028
4710,98003,9164
4711,98003,9165
4712,98065,9627
4713,98065,9627
4714,98103,7408
4715,98059,4966
4716,98033,4958
4717,United States,98006
4718,98001,1334
4719,98001,1333
4720,98070,7128
4721,98034,2169
4722,98034,2104
4723,98034,2106
4724,98034,2158
4725,98034,2128
4726,98034,1428
4727,98034,1408
4728,98034,1462
4729,98034,1406
4730,98034,2223
4731,98034,1455
4732,98034,1404
4733,98034,1503
4734,98034,1512
4735,98034,1305
4736,98034,4834
4737,98072,4644
4738,98072,4651
4739,98003,7553
4740,98003,7541
4741,98001,1468
4742,98072,7920
4743,98072,7987
4744,98178,2312
4745,98178,2537
4746,98178,2545
4747,98178,2506
4748,98144,4214
4749,98052,5168
4750,98052,5109
4751,98031,1587
4752,98031,1587
4753,98031,1587
4754,United States,98033
4755,98033,5322
4756,United States,98033
4757,98033,4831
4758,98033,5310
4759,98033,4864
4760,98033,4826
4761,98033,5412
4762,98033,5415
4763,98033,5415
4764,98033,5523
4765,98033,5613
4766,98033,5613
4767,98033,5524
4768,98033,5527
4769,98033,5552
4770,98033,6127
4771,98033,5729
4772,98033,5611
4773,98033,5729
4774,98033,5239
4775,98033,5212
4776,98033,4523
4777,98033,4523
4778,98033,8103
4779,98033,8107
4780,98033,8116
4781,98033,8112
4782,98033,8227
4783,98033,8306
4784,98116,4426
4785,98116,4432
4786,98033,5171
4787,98033,5169
4788,98029,6434
4789,98029,7534
4790,98029,7531
4791,98029,7531
4792,98029,7533
4793,98029,7523
4794,98029,7520
4795,98029,7523
4796,98029,7530
4797,98029,6589
4798,98029,7548
4799,98029,7545
4800,98029,7550
4801,98029,7565
4802,98029,7565
4803,98029,7546
4804,98029,7568
4805,98029,7570
4806,98029,6510
4807,98029,6510
4808,98029,7593
4809,98029,6559
4810,98029,6560
4811,98029,6558
4812,98029,6600
4813,98029,6565
4814,98029,6565
4815,98029,7714
4816,98029,7716
4817,98029,7723
4818,98029,7745
4819,98029,7732
4820,98029,7759
4821,98029,7774
4822,98029,7003
4823,98029,7769
4824,98029,7782
4825,98029,7778
4826,98029,7779
4827,98029,7776
4828,98029,7776
4829,98029,7755
4830,98029,7757
4831,98029,7760
4832,98029,5732
4833,98029,5710
4834,98029,5792
4835,98029,5791
4836,98029,5794
4837,98029,7000
4838,98029,5788
4839,98029,5788
4840,98029,5793
4841,98029,5787
4842,98029,5781
4843,98029,5785
4844,98029,5784
4845,98029,5776
4846,98029,5782
4847,98103,4021
4848,98042,5802
4849,98001,3833
4850,98177,4527
4851,98133,7638
4852,98146,3445
4853,98002,6727
4854,98024,5709
4855,98024,5714
4856,98103,8135
4857,98045,9439
4858,98155,1720
4859,98115,4030
4860,98125,5909
4861,98108,2953
4862,98133,7817
4863,98115,2962
4864,United States,98136
4865,98028,2073
4866,98001,5313
4867,98033,4501
4868,98166,4150
4869,98199,3006
4870,98199,2414
4871,98108,1811
4872,98108,1809
4873,98108,1465
4874,98108,1408
4875,98144,6325
4876,98144,6325
4877,98144,6325
4878,98178,4302
4879,98155,1034
4880,98155,1030
4881,98155,1029
4882,98155,1029
4883,98155,1135
4884,98155,1134
4885,98155,1025
4886,98155,2356
4887,98155,2364
4888,98155,2354
4889,98155,2238
4890,98155,2263
4891,98155,2329
4892,98155,2329
4893,98103,7924
4894,98092,9222
4895,98092,9222
4896,98105,2820
4897,98024,6702
4898,98024,6714
4899,98042,5343
4900,98042,5351
4901,98042,5367
4902,98042,5361
4903,98042,5341
4904,98033,4206
4905,98033,5199
4906,98033,5112
4907,98033,5114
4908,98155,1048
4909,98155,2239
4910,98155,2240
4911,98178,3819
4912,98125,5717
4913,98125,5724
4914,98155,7409
4915,98155,6413
4916,98008,5632
4917,98122,6556
4918,98118,4617
4919,United States,98118
4920,98118,4535
4921,98118,4521
4922,98118,4331
4923,98001,3736
4924,98001,3218
4925,98001,3202
4926,98001,3703
4927,98032,7204
4928,98032,7203
4929,United States,98155
4930,98038,6096
4931,98038,6052
4932,98155,2862
4933,98155,2738
4934,98155,4366
4935,98155,4370
4936,98155,4202
4937,98155,4235
4938,98155,4353
4939,98155,1614
4940,98155,1657
4941,98155,1500
4942,98155,2821
4943,98155,2815
4944,98155,2834
4945,98155,1625
4946,98155,2817
4947,98155,2800
4948,98155,3002
4949,98155,4109
4950,98155,4023
4951,98155,4023
4952,98155,5449
4953,98155,5210
4954,98155,5235
4955,98155,5216
4956,98155,4019
4957,98155,6106
4958,98155,6114
4959,98155,6120
4960,98155,1704
4961,98155,3027
4962,98028,3222
4963,98028,3110
4964,United States,98028
4965,98028,3110
4966,98028,3106
4967,98028,3161
4968,98028,8514
4969,98028,8515
4970,98028,8516
4971,98028,8500
4972,98028,1955
4973,98028,3223
4974,98155,2624
4975,98001,9581
4976,98006,2738
4977,98006,2739
4978,98006,2739
4979,98006,2755
4980,98155,7813
4981,98155,7805
4982,98155,7837
4983,98008,5006
4984,98008,5007
4985,98008,5007
4986,United States,98008
4987,98008,4924
4988,98008,4928
4989,98008,4929
4990,98008,4929
4991,98008,4957
4992,98008,6017
4993,98008,6015
4994,98008,6041
4995,98008,6012
4996,98008,4711
4997,98008,4735
4998,98008,4961
4999,98008,4954
5000,98008,4955
5001,98008,4947
5002,98008,4634
5003,98008,4831
5004,98008,4624
5005,98008,4630
5006,98008,4825
5007,98008,4425
5008,98008,4402
5009,98008,4408
5010,98008,4435
5011,98008,4447
5012,98008,4649
5013,98008,4614
5014,98008,4646
5015,98008,4054
5016,98008,4346
5017,98008,4047
5018,98008,4053
5019,98008,4515
5020,98008,4036
5021,98008,4003
5022,98008,4006
5023,98008,4129
5024,98008,4129
5025,98008,4120
5026,98008,3757
5027,98008,3013
5028,98008,4204
5029,98008,4130
5030,98007,4953
5031,98007,5321
5032,98008,3715
5033,98008,3708
5034,98040,4659
5035,98040,4302
5036,98014,6831
5037,98014,6809
5038,98014,6809
5039,98014,6809
5040,98014,6828
5041,98033,5819
5042,98052,5934
5043,98072,9620
5044,98008,5337
5045,98014,9748
5046,98014,9744
5047,98014,9736
5048,98014,9755
5049,98014,9761
5050,98019,9753
5051,98019,9701
5052,98019,9734
5053,98019,9782
5054,98059,8138
5055,98042,3414
5056,98042,9741
5057,98042,9743
5058,98042,9751
5059,98042,9726
5060,United States,98042
5061,98042,9700
5062,98042,9716
5063,98077,7287
5064,98077,5815
5065,98077,5821
5066,98077,5849
5067,98077,5825
5068,98077,7297
5069,98077,5116
5070,98077,5118
5071,98077,5832
5072,United States,98034
5073,98034,1600
5074,98051,9753
5075,98178,3232
5076,98178,3135
5077,98178,2751
5078,98178,3136
5079,98178,3134
5080,98178,3140
5081,98178,2622
5082,98178,2609
5083,98178,2606
5084,98178,3105
5085,98178,3116
5086,98178,2636
5087,98178,2636
5088,98178,2646
5089,98178,2649
5090,98178,2650
5091,98178,2640
5092,98178,3124
5093,98178,3119
5094,98178,3021
5095,98178,3128
5096,98178,3128
5097,98178,3002
5098,98010,1216
5099,98010,1237
5100,98010,1276
5101,98033,6666
5102,98115,2630
5103,98125,8125
5104,98125,8120
5105,98115,2606
5106,98115,2619
5107,98115,2604
5108,98115,2651
5109,98115,2649
5110,98125,5831
5111,98125,5816
5112,98125,5829
5113,98125,6913
5114,98125,6925
5115,98125,5807
5116,98125,5723
5117,98125,5702
5118,98125,6934
5119,98103,7511
5120,98103,8223
5121,98103,8222
5122,98103,8240
5123,98103,8346
5124,98103,8402
5125,98103,8204
5126,98103,9138
5127,98103,9133
5128,98103,9017
5129,98103,6834
5130,98103,6836
5131,98103,6730
5132,98103,6724
5133,98103,6944
5134,98103,6937
5135,98103,6718
5136,98102,3834
5137,98040,4827
5138,98040,4827
5139,98033,8451
5140,98033,8451
5141,98033,8453
5142,98040,2437
5143,98005,4154
5144,98033,7627
5145,98056,9164
5146,98056,9112
5147,98056,9176
5148,98004,3405
5149,98004,3438
5150,98004,3531
5151,98118,2932
5152,98056,1792
5153,98056,1788
5154,98056,1736
5155,98056,1240
5156,98004,1922
5157,98004,1834
5158,United States,98027
5159,98027,9753
5160,98038,6062
5161,98038,6063
5162,98038,6010
5163,98038,6032
5164,98038,6070
5165,98038,6019
5166,98038,6092
5167,98038,7953
5168,98038,6041
5169,98058,9464
5170,98006,4724
5171,98006,4728
5172,98003,7106
5173,98003,6829
5174,98040,3822
5175,98040,3815
5176,98178,3929
5177,98092,8711
5178,98092,8708
5179,98092,8704
5180,98092,8702
5181,98092,8719
5182,United States,98092
5183,98092,8721
5184,98092,8724
5185,98092,8756
5186,98092,8722
5187,98092,8715
5188,98092,3866
5189,98092,3928
5190,98092,3852
5191,98092,8600
5192,98092,3837
5193,98092,3810
5194,98092,3812
5195,98092,3826
5196,98092,3830
5197,98092,3814
5198,98092,3831
5199,98092,8600
5200,98092,8761
5201,98092,8761
5202,98092,8772
5203,98092,0815
5204,98092,8796
5205,98092,8792
5206,98092,0800
5207,98092,8787
5208,98092,0810
5209,98006,5804
5210,98006,5804
5211,98006,5804
5212,98006,5806
5213,98006,5816
5214,98006,5528
5215,98006,5517
5216,98006,5526
5217,98006,5557
5218,98006,5548
5219,98006,5565
5220,98006,5555
5221,98006,5555
5222,98006,5530
5223,98006,5535
5224,98006,5537
5225,98006,5924
5226,98006,5931
5227,98006,5932
5228,98006,5595
5229,98006,5595
5230,98006,5942
5231,98006,5948
5232,98006,5944
5233,98006,5331
5234,98006,5624
5235,98006,5612
5236,98028,3233
5237,98028,8735
5238,98040,5935
5239,98040,5923
5240,98040,5910
5241,98008,5306
5242,98008,3338
5243,98040,5629
5244,98040,5629
5245,98122,3417
5246,98040,4850
5247,98033,6905
5248,98033,7020
5249,98118,1628
5250,98118,1802
5251,98118,1825
5252,United States,98118
5253,98118,1839
5254,98118,1453
5255,98118,2110
5256,98118,2115
5257,98007,6333
5258,United States,98007
5259,United States,98023
5260,98023,2342
5261,98023,4722
5262,98023,4740
5263,98023,4503
5264,98023,4742
5265,98168,3514
5266,98117,4959
5267,98033,4527
5268,98108,2055
5269,98108,2063
5270,98108,3039
5271,98108,3046
5272,98108,3012
5273,98125,5762
5274,98007,4035
5275,98007,4035
5276,98007,4022
5277,98042,8481
5278,98042,8486
5279,98042,8487
5280,98042,8487
5281,98042,5096
5282,98011,6214
5283,98075,7176
5284,98178,3633
5285,98052,1715
5286,98040,4641
5287,98166,2542
5288,98166,3504
5289,98057,3423
5290,98057,3439
5291,98057,5122
5292,98105,6511
5293,98105,6507
5294,98133,4148
5295,98105,5101
5296,98105,5125
5297,98105,5125
5298,98105,5124
5299,98105,5124
5300,98105,5446
5301,98105,5432
5302,98105,5317
5303,98105,3830
5304,98105,5219
5305,98105,5227
5306,98105,5241
5307,98105,5246
5308,98105,2925
5309,98105,2931
5310,98092,4800
5311,98003,3233
5312,98003,3207
5313,98003,3241
5314,98003,7922
5315,98003,3819
5316,98003,3836
5317,98002,6917
5318,98031,2935
5319,98116,3423
5320,98116,3425
5321,98112,4607
5322,98112,5115
5323,98119,3033
5324,98119,2914
5325,98119,2927
5326,98119,2919
5327,98119,3036
5328,98119,3017
5329,98199,1304
5330,98199,1121
5331,98199,1132
5332,98199,1134
5333,98092,3603
5334,98092,3603
5335,98092,3607
5336,98092,3619
5337,98117,4148
5338,98117,5959
5339,98008,5720
5340,98008,5765
5341,98052,4297
5342,98072,5744
5343,98047,1400
5344,98166,2805
5345,98019,8545
5346,98019,8541
5347,98019,8540
5348,98133,6844
5349,98133,6838
5350,98040,2630
5351,98166,1574
5352,98166,1574
5353,98178,2951
5354,98108,3712
5355,98077,7153
5356,98030,8491
5357,98106,2321
5358,98106,2320
5359,98106,2308
5360,98106,2307
5361,98106,2319
5362,98106,1875
5363,98106,1862
5364,98106,1856
5365,98106,1877
5366,98117,4136
5367,98059,5918
5368,98059,5918
5369,98103,3525
5370,98103,3518
5371,98136,2066
5372,98136,1716
5373,98136,2024
5374,98136,2029
5375,98136,2017
5376,98136,1941
5377,98136,2131
5378,98136,2116
5379,98126,3246
5380,98126,3213
5381,98126,3245
5382,98136,2011
5383,98136,2044
5384,98003,7116
5385,98003,7116
5386,98003,7113
5387,98136,2230
5388,98136,2223
5389,98136,2223
5390,98074,6718
5391,98031,1619
5392,98031,1615
5393,98005,4151
5394,98188,4567
5395,98188,4568
5396,98166,1313
5397,98166,1535
5398,United States,98166
5399,98188,3043
5400,98166,1304
5401,98166,1329
5402,98166,1359
5403,98166,1318
5404,98166,1346
5405,98004,3621
5406,98133,8048
5407,98030,8468
5408,98030,8472
5409,98030,8603
5410,98030,7412
5411,98004,3715
5412,98004,3716
5413,98027,9366
5414,98133,8944
5415,98030,5148
5416,98115,7434
5417,98126,3528
5418,98126,3536
5419,98126,3540
5420,98126,3758
5421,98126,3707
5422,98126,3762
5423,98126,3724
5424,98126,3724
5425,98126,3902
5426,98126,3801
5427,98126,3801
5428,98106,2214
5429,98115,2948
5430,98052,5926
5431,98052,5926
5432,98052,5926
5433,98052,5935
5434,98177,3956
5435,United States,98112
5436,98112,2732
5437,98023,7831
5438,98023,7856
5439,98023,7856
5440,98023,2217
5441,98004,4920
5442,98004,5422
5443,98004,5426
5444,United States,98004
5445,98004,5422
5446,98038,6918
5447,98042,3323
5448,98042,3340
5449,98042,3355
5450,98042,3342
5451,98042,3339
5452,98011,3620
5453,98155,2927
5454,98008,2122
5455,98001,2003
5456,98133,6019
5457,98133,6009
5458,98133,6005
5459,98177,5326
5460,98075,9681
5461,98075,9693
5462,98023,7237
5463,98058,9448
5464,United States,98155
5465,98166,3410
5466,98116,3335
5467,98133,7215
5468,98125,3201
5469,98125,3203
5470,98177,4811
5471,98116,2128
5472,98188,3146
5473,98188,3608
5474,98188,3140
5475,98188,3136
5476,98188,4444
5477,98188,4445
5478,98148,2225
5479,98148,1838
5480,98117,2656
5481,98117,2625
5482,98117,3822
5483,98117,4536
5484,98117,4542
5485,98117,4542
5486,98117,4528
5487,98117,4510
5488,98117,4509
5489,98117,4425
5490,98117,4501
5491,98117,4445
5492,98117,2626
5493,98117,3910
5494,98117,3832
5495,98117,4548
5496,98117,4447
5497,98117,4447
5498,98103,8138
5499,98040,4212
5500,98040,4108
5501,98040,4136
5502,98040,3531
5503,98040,3536
5504,98040,3538
5505,98040,3561
5506,98040,3502
5507,98033,4747
5508,98033,4730
5509,98040,5760
5510,98103,4443
5511,98103,4443
5512,98007,6259
5513,98007,6252
5514,98002,7677
5515,98144,3204
5516,98144,3231
5517,98166,2646
5518,98166,2649
5519,98002,6922
5520,98002,6748
5521,98166,1710
5522,98166,1715
5523,98148,2160
5524,98116,3313
5525,98116,3606
5526,98112,4121
5527,98112,4155
5528,98112,4151
5529,98112,4131
5530,98112,4105
5531,98112,4719
5532,98042,6603
5533,98112,4832
5534,98112,4834
5535,98112,4736
5536,98112,4736
5537,98112,4729
5538,98112,4718
5539,98112,4717
5540,98112,4715
5541,98112,4715
5542,98040,3622
5543,98040,3629
5544,98122,3517
5545,98122,3540
5546,98155,6851
5547,98023,6975
5548,98023,6935
5549,98023,6954
5550,98023,6955
5551,98023,6963
5552,98023,6963
5553,98166,2928
5554,98166,2926
5555,98023,3074
5556,98023,3028
5557,98199,1846
5558,98199,4305
5559,98199,4327
5560,98199,2722
5561,98199,2713
5562,98199,4016
5563,98199,4027
5564,98199,3359
5565,98199,3332
5566,98168,3406
5567,98168,3407
5568,98006,4452
5569,98006,4408
5570,98008,3125
5571,98288,4919
5572,98198,8956
5573,98023,3563
5574,98166,3718
5575,98166,3759
5576,98166,3665
5577,98148,1872
5578,98005,4321
5579,98005,4106
5580,98034,3924
5581,98004,3518
5582,98004,3510
5583,98004,3502
5584,98115,4607
5585,98115,4607
5586,98115,4719
5587,98115,4719
5588,98042,3020
5589,98038,7559
5590,98038,7561
5591,98027,5479
5592,98198,8638
5593,98040,2534
5594,98059,8921
5595,98059,8921
5596,98059,8933
5597,98198,6628
5598,98034,1709
5599,98034,1729
5600,98115,3121
5601,98115,3005
5602,98115,3022
5603,98115,3007
5604,98115,2833
5605,98115,2828
5606,98115,2836
5607,98115,3317
5608,98115,3316
5609,98115,3243
5610,98115,3104
5611,98115,3244
5612,98115,3225
5613,98115,3342
5614,98115,3227
5615,98115,3207
5616,98115,3207
5617,98115,3144
5618,98115,3408
5619,98115,3400
5620,98115,3253
5621,98115,3145
5622,98115,2837
5623,98115,2837
5624,98115,2829
5625,98115,3136
5626,98115,3213
5627,98115,2315
5628,98115,3148
5629,98115,3148
5630,98115,2838
5631,98115,2838
5632,98115,2129
5633,98115,2331
5634,98115,2109
5635,98115,2109
5636,98125,7415
5637,98125,7625
5638,98125,7629
5639,98125,7624
5640,98125,7630
5641,98125,7520
5642,98125,7553
5643,98125,7518
5644,98125,7518
5645,98125,7641
5646,98125,7641
5647,98125,7615
5648,98125,7430
5649,98125,7428
